ROWID,State,City,Year,Population,ViolentCrime,MurderAndNonEgligentManslaughter,ForcibleRape,Robbery,AggravatedAssault,PropertyCrime,Burglary,LarcenyTheft,MotorVehicleTheft,Arson,Year_id,City_id,State_id
117129,Florida,Dunnellon,2007,2016,16,0,2,4,10,106,28,73,5,0,2,1209,10
117130,Florida,Eatonville,2007,2265,44,1,1,13,29,155,38,93,24,0,2,1210,10
117131,Florida,Edgewater,2007,21898,52,0,4,9,39,567,156,377,34,2,2,960,10
117132,Florida,Edgewood,2007,2084,9,0,0,4,5,131,47,79,5,0,2,1211,10
117133,Florida,El Portal,2007,2384,15,0,0,5,10,99,52,40,7,0,2,1212,10
117134,Florida,Eustis,2007,18685,84,0,5,16,63,518,131,341,46,0,2,1213,10
117135,Florida,Fellsmere,2007,4850,11,0,0,4,7,70,12,42,16,0,2,1214,10
117136,Florida,Fernandina Beach,2007,11423,53,1,7,7,38,409,90,294,25,6,2,1215,10
117137,Florida,Flagler Beach,2007,2874,17,1,1,2,13,139,22,110,7,2,2,1216,10
117138,Florida,Florida City,2007,9704,261,0,4,96,161,1315,280,962,73,2,2,1217,10
117139,Florida,Fort Lauderdale,2007,187995,1523,25,56,736,706,9712,2266,6581,865,48,2,1218,10
117140,Florida,Fort Meade,2007,5741,37,0,1,9,27,260,94,156,10,0,2,1219,10
117141,Florida,Fort Myers,2007,61810,921,17,26,335,543,3357,576,2265,516,18,2,1220,10
117142,Florida,Fort Pierce,2007,39456,844,4,45,229,566,2708,818,1670,220,11,2,1221,10
117143,Florida,Fort Walton Beach,2007,19245,106,0,11,25,70,826,161,601,64,0,2,1222,10
117144,Florida,Frostproof,2007,2915,20,0,3,4,13,138,55,79,4,0,2,1223,10
117145,Florida,Fruitland Park,2007,3983,17,0,0,1,16,120,20,87,13,2,2,1224,10
117146,Florida,Gainesville,2007,108289,1122,5,93,237,787,5795,1522,3837,436,22,2,1225,10
117147,Florida,Golden Beach,2007,893,2,0,0,1,1,16,6,7,3,0,2,1226,10
117148,Florida,Graceville,2007,2432,1,0,0,0,1,62,13,45,4,0,2,1227,10
117149,Florida,Greenacres City,2007,33042,233,1,14,84,134,1344,362,892,90,2,2,1228,10
117150,Florida,Greensboro,2007,610,5,0,0,2,3,29,14,15,0,0,2,121,10
117151,Florida,Groveland,2007,6519,20,0,2,0,18,152,35,104,13,0,2,1229,10
117152,Florida,Gulf Breeze,2007,6563,7,0,1,3,3,150,27,120,3,0,2,1230,10
117153,Florida,Gulfport,2007,12508,65,0,5,22,38,566,130,361,75,4,2,1231,10
117154,Florida,Gulf Stream,2007,751,0,0,0,0,0,10,4,6,0,0,2,1232,10
117155,Florida,Haines City,2007,18172,96,1,5,36,54,632,193,375,64,0,2,1233,10
117156,Florida,Hallandale,2007,40147,444,2,9,116,317,1665,364,1131,170,21,2,1234,10
117157,Florida,Hampton,2007,453,1,0,0,0,1,11,4,6,1,0,2,328,10
117158,Florida,Havana,2007,1703,12,0,1,1,10,106,35,65,6,0,2,1235,10
117159,Florida,Hialeah,2007,215853,1274,7,42,503,722,9546,1808,6044,1694,28,2,1236,10
117160,Florida,Hialeah Gardens,2007,19705,56,0,2,22,32,944,239,584,121,4,2,1237,10
117161,Florida,Highland Beach,2007,4106,0,0,0,0,0,27,7,19,1,0,2,1238,10
117162,Florida,High Springs,2007,4260,10,0,0,0,10,116,31,74,11,0,2,1239,10
117163,Florida,Hillsboro Beach,2007,2357,1,0,0,0,1,22,0,22,0,0,2,1240,10
117164,Florida,Holly Hill,2007,13510,135,0,5,47,83,820,233,507,80,2,2,1241,10
117165,Florida,Hollywood,2007,146673,827,13,62,433,319,6713,1429,4303,981,5,2,139,10
117166,Florida,Holmes Beach,2007,5086,8,1,1,0,6,196,29,160,7,0,2,1242,10
117167,Florida,Homestead,2007,58074,890,7,8,375,500,2593,920,1358,315,3,2,1243,10
117168,Florida,Howey-in-the-Hills,2007,1274,10,0,1,0,9,26,8,18,0,0,2,1244,10
117169,Florida,Hypoluxo,2007,2680,5,0,1,3,1,38,9,20,9,0,2,1245,10
117170,Florida,Indialantic,2007,2997,6,0,1,2,3,88,22,65,1,0,2,1246,10
117171,Florida,Indian Creek Village,2007,39,0,0,0,0,0,2,0,2,0,0,2,1247,10
117172,Florida,Indian Harbour Beach,2007,8516,20,0,3,5,12,188,54,129,5,2,2,1248,10
117173,Florida,Indian River Shores,2007,3488,0,0,0,0,0,49,23,26,0,0,2,1249,10
117174,Florida,Indian Rocks Beach,2007,5227,19,0,6,1,12,148,28,109,11,0,2,1250,10
117175,Florida,Indian Shores,2007,4292,12,0,0,3,9,62,17,39,6,0,2,1251,10
117176,Florida,Inglis,2007,1658,4,0,0,0,4,21,2,11,8,0,2,1252,10
117177,Florida,Jacksonville,2007,797350,8146,123,249,3114,4660,45416,11115,29484,4817,187,2,340,10
117178,Florida,Jacksonville Beach,2007,21801,177,2,8,66,101,1430,282,1017,131,10,2,1253,10
117179,Florida,Jennings,2007,841,3,0,0,1,2,9,3,6,0,0,2,1254,10
117180,Florida,Juno Beach,2007,3395,7,0,2,0,5,130,28,100,2,0,2,1255,10
117181,Florida,Jupiter,2007,50294,236,3,7,73,153,1739,463,1190,86,6,2,1256,10
117182,Florida,Jupiter Inlet Colony,2007,392,0,0,0,0,0,2,1,1,0,0,2,1257,10
117183,Florida,Jupiter Island,2007,653,0,0,0,0,0,19,13,6,0,0,2,1258,10
117184,Florida,Kenneth City,2007,4356,23,0,1,7,15,182,29,146,7,1,2,1259,10
117185,Florida,Key Biscayne,2007,9968,2,0,0,0,2,259,18,227,14,6,2,1260,10
117186,Florida,Key Colony Beach,2007,787,0,0,0,0,0,18,2,16,0,0,2,1261,10
117187,Florida,Key West,2007,22968,183,1,26,50,106,1609,282,1139,188,0,2,1262,10
117188,Florida,Kissimmee,2007,62880,576,4,12,188,372,2786,886,1658,242,11,2,1263,10
117189,Florida,Lady Lake,2007,13838,28,0,6,0,22,310,70,219,21,0,2,1264,10
117190,Florida,Lake Alfred,2007,4280,11,0,2,2,7,170,24,125,21,0,2,1265,10
117191,Florida,Lake City,2007,12257,183,0,8,35,140,982,169,783,30,4,2,344,10
117192,Florida,Lake Clarke Shores,2007,3397,9,0,0,2,7,73,24,41,8,0,2,1266,10
117193,Florida,Lake Hamilton,2007,1440,7,0,0,2,5,99,42,42,15,0,2,1267,10
117194,Florida,Lakeland,2007,91009,600,6,39,201,354,5372,1093,3956,323,9,2,1268,10
117195,Florida,Lake Mary,2007,15234,13,0,1,4,8,280,96,174,10,1,2,1269,10
117196,Florida,Lake Park,2007,8919,119,0,7,48,64,796,100,616,80,0,2,1270,10
117197,Florida,Lake Placid,2007,1867,9,0,2,1,6,94,32,59,3,0,2,1271,10
117198,Florida,Lake Wales,2007,14227,59,4,0,26,29,675,147,504,24,1,2,1272,10
117199,Florida,Lake Worth,2007,36029,556,11,22,300,223,2426,779,1354,293,0,2,1273,10
117200,Florida,Lantana,2007,10475,83,0,1,28,54,535,163,321,51,1,2,1274,10
117201,Florida,Largo,2007,73789,564,5,35,128,396,2875,567,2105,203,18,2,1275,10
117202,Florida,Lauderdale-by-the-Sea,2007,6010,17,1,2,0,14,136,23,95,18,1,2,1276,10
117203,Florida,Lauderdale Lakes,2007,32003,450,4,19,159,268,1553,378,984,191,10,2,1277,10
117204,Florida,Lauderhill,2007,59743,683,5,23,222,433,2768,793,1664,311,14,2,1278,10
117205,Florida,Lawtey,2007,692,7,0,0,0,7,18,12,4,2,0,2,1279,10
117206,Florida,Leesburg,2007,20401,242,2,15,38,187,1246,349,832,65,1,2,151,10
117207,Florida,Lighthouse Point,2007,11364,16,0,0,9,7,294,33,239,22,0,2,1280,10
117208,Florida,Live Oak,2007,7100,84,0,0,14,70,316,146,151,19,0,2,1281,10
117209,Florida,Longboat Key,2007,7387,2,0,0,1,1,90,17,71,2,0,2,1282,10
117210,Florida,Longwood,2007,13482,85,0,4,18,63,637,229,375,33,1,2,1283,10
117211,Florida,Lynn Haven,2007,16110,49,0,10,4,35,460,181,255,24,0,2,1284,10
117212,Florida,Madeira Beach,2007,4408,38,0,3,6,29,274,52,206,16,0,2,1285,10
117213,Florida,Madison,2007,3210,50,0,2,7,41,221,54,159,8,0,2,1068,10
117214,Florida,Maitland,2007,14130,39,1,4,21,13,398,109,252,37,3,2,1286,10
117215,Florida,Manalapan,2007,342,1,0,0,0,1,26,5,19,2,0,2,1287,10
117216,Florida,Mangonia Park,2007,1259,64,1,1,29,33,292,70,184,38,0,2,1288,10
117217,Florida,Marco Island,2007,16235,17,1,1,0,15,172,22,142,8,0,2,1289,10
117218,Florida,Margate,2007,56261,215,0,7,55,153,966,221,658,87,5,2,1290,10
117219,Florida,Marianna,2007,6293,104,0,3,13,88,296,82,202,12,3,2,355,10
117220,Florida,Mascotte,2007,5485,22,0,1,0,21,106,31,60,15,2,2,1291,10
117221,Florida,Medley,2007,1043,20,0,1,6,13,401,111,253,37,3,2,1292,10
117222,Florida,Melbourne,2007,77678,787,2,15,174,596,3942,926,2741,275,14,2,1293,10
117223,Florida,Melbourne Beach,2007,3208,2,0,0,0,2,52,15,36,1,0,2,1294,10
117224,Florida,Melbourne Village,2007,680,0,0,0,0,0,13,4,8,1,0,2,1295,10
117225,Florida,Mexico Beach,2007,1339,1,0,0,0,1,79,18,50,11,0,2,1296,10
